LABELS
Extract Method
Extract Method
Rename Method
Rename Method
Extract Method
Rename Method
Inline Method
Inline Method
Extract Method
Rename Method
Extract Method
Inline Method
Extract Method
Extract Method
Extract Method
Move Method
Extract Method
Rename Method
Rename Method
Extract Method
Extract Method
Extract Method
Rename Class
Inline Method
Rename Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Rename Method
Extract Method
Move Class
Extract Method
Rename Method
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Move Method
Rename Method
Extract Method
Extract Method
Rename Class
Extract Method
Rename Class
Rename Method
Extract Method
Extract Method
Move Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Rename Method
Extract Method
Move Class
Move Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Inline Method
Inline Method
Extract Method
Extract Method
Extract Method
Move Method
Extract Method
Rename Method
Extract Method
Extract Method
Rename Method
Extract Method
Rename Method
Rename Method
Extract Method
Rename Method
Extract Method
Rename Method
Inline Method
Rename Method
Rename Method
Extract Method
Extract Method
Move Class
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Rename Class
Rename Method
Rename Method
Extract Method
Extract Method
Extract Method
Rename Method
Inline Method
Rename Method
Inline Method
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Inline Method
Extract Method
Extract Method
Rename Class
Extract Method
Extract Method
Extract Method
Move Class
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Move Method
Extract Method
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Move Method
Extract Method
Rename Method
Rename Method
Move Class
Extract Method
Extract Method
Rename Method
Rename Method
Extract Method
Extract Method
Move Method
Move Class
Rename Class
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Rename Method
Inline Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Rename Method
Rename Method
Extract Method
Extract Method
Rename Class
Move Class
Move Method
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Extract Method
Inline Method
Rename Method
Extract Method
Extract Method
Extract Method
Move Method
Inline Method
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Inline Method
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Rename Method
Rename Method
Move Class
Extract Method
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Move Method
Extract Method
Move Class
Extract Method
Inline Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Rename Method
Rename Method
Extract Method
Extract Method
Extract Method
Move Method
Move Method
Extract Method
Rename Method
Extract Method
Rename Method
Extract Method
Inline Method
Extract Method
Extract Method
Extract Method
Extract Method
Move Method
Rename Method
Extract Method
Move Class
Inline Method
Rename Method
Rename Method
Move Class
Extract Method
Extract Method
Rename Method
Extract Method
Rename Method
Rename Class
Inline Method
Extract Method
Extract Method
Rename Method
Rename Method
Rename Method
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Rename Class
Extract Method
Extract Method
Rename Class
Rename Class
Extract Method
Move Class
Extract Method
Rename Method
Rename Method
Move Method
Move Class
Rename Method
Extract Method
Move Class
Extract Method
Inline Method
Move Class
Extract Method
Rename Method
Extract Method
Extract Method
Rename Method
Extract Method
Rename Method
Extract Method
Move Method
Rename Class
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Extract Method
Rename Class
Extract Method
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Rename Method
Move Class
Extract Method
Extract Method
Rename Method
Rename Class
Extract Method
Extract Method
Rename Class
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Rename Method
Extract Method
Rename Method
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Inline Method
Extract Method
Extract Method
Extract Method
Extract Method
Extract Method
Inline Method
Extract Method
Rename Method
Extract Method
Rename Method
Rename Method
Extract Method
Rename Class
Extract Method
Rename Method
Inline Method
Rename Method
Extract Method
Extract Method
Rename Method
Move Method
Extract Method
Extract Method
Rename Class
Extract Method
Extract Method
Extract Method
Rename Method
Extract Method
Extract Method
Rename Method
Rename Method
Rename Method
Extract Method
Extract Method
Extract Method
Rename Method
Rename Method
Extract Method
Extract Method
Rename Class
Extract Method
Extract Method
Extract Method
Rename Method
Rename Method
